year,quarter,region,economic_activity,facility_size,no_of_faicility,saudi_employees,male_saudies,female_saudies,foreign_employees,male_foreigners,female_foreigners
2023,1,منطقة الجوف,الرعاية مع الإقامة,صغيرة,2,57,0,57,0,0,0
2023,1,منطقة الجوف,الرعاية مع الإقامة,متناهية الصغر,2,1,0,1,1,1,0
2023,1,منطقة الرياض,الرعاية مع الإقامة,صغيرة,27,531,67,464,134,68,66
2023,1,منطقة الرياض,الرعاية مع الإقامة,متناهية الصغر,15,14,6,8,21,15,6
2023,1,منطقة الرياض,الرعاية مع الإقامة,متوسطة,6,409,55,354,199,128,71
2023,1,منطقة القصيم,الرعاية مع الإقامة,صغيرة,1,12,0,12,4,0,4
2023,1,منطقة القصيم,الرعاية مع الإقامة,متناهية الصغر,1,1,0,1,0,0,0
2023,1,منطقة القصيم,الرعاية مع الإقامة,متوسطة,4,220,61,159,79,55,24
2023,1,منطقة المدينة المنورة,الرعاية مع الإقامة,صغيرة,5,97,34,63,36,27,9
2023,1,منطقة المدينة المنورة,الرعاية مع الإقامة,متناهية الصغر,4,8,7,1,3,3,0
2023,1,منطقة تبوك,الرعاية مع الإقامة,صغيرة,3,57,2,55,9,5,4
2023,1,منطقة تبوك,الرعاية مع الإقامة,متوسطة,1,44,1,43,10,5,5
2023,1,منطقة جازان,الرعاية مع الإقامة,صغيرة,2,44,1,43,4,0,4
2023,1,منطقة جازان,الرعاية مع الإقامة,متناهية الصغر,1,3,0,3,0,0,0
2023,1,منطقة جازان,الرعاية مع الإقامة,متوسطة,1,62,1,61,11,4,7
2023,1,منطقة حائل,الرعاية مع الإقامة,صغيرة,2,30,8,22,5,4,1
2023,1,منطقة عسير,الرعاية مع الإقامة,صغيرة,5,79,12,67,26,14,12
2023,1,منطقة عسير,الرعاية مع الإقامة,متناهية الصغر,1,0,0,0,1,1,0
2023,1,منطقة عسير,الرعاية مع الإقامة,متوسطة,2,115,2,113,8,0,8
2023,1,منطقة مكة المكرمة,الرعاية مع الإقامة,صغيرة,20,412,87,325,143,101,42
2023,1,منطقة مكة المكرمة,الرعاية مع الإقامة,متناهية الصغر,14,24,3,21,12,7,5
2023,1,منطقة مكة المكرمة,الرعاية مع الإقامة,متوسطة,4,216,7,209,71,35,36
2023,1,منطقة نجران,الرعاية مع الإقامة,صغيرة,1,17,9,8,6,2,4
2023,1,المنطقة الشرقية,الحراجة وقطع الأخشاب,متناهية الصغر,4,3,3,0,11,11,0
2023,1,منطقة الجوف,الحراجة وقطع الأخشاب,متناهية الصغر,1,0,0,0,2,2,0
2023,1,منطقة الرياض,الحراجة وقطع الأخشاب,صغيرة,1,4,1,3,27,27,0
2023,1,منطقة الرياض,الحراجة وقطع الأخشاب,متناهية الصغر,7,2,0,2,16,16,0
2023,1,منطقة المدينة المنورة,الحراجة وقطع الأخشاب,متناهية الصغر,2,1,0,1,3,3,0
2023,1,منطقة جازان,الحراجة وقطع الأخشاب,متناهية الصغر,1,1,0,1,0,0,0
2023,1,منطقة حائل,الحراجة وقطع الأخشاب,متناهية الصغر,1,0,0,0,2,2,0
2023,1,منطقة مكة المكرمة,الحراجة وقطع الأخشاب,متناهية الصغر,3,2,1,1,10,10,0
2023,1,المنطقة الشرقية,التعليم,صغيرة,304,3867,1013,2854,2237,1963,274
2023,1,المنطقة الشرقية,التعليم,كبيرة,14,4359,1931,2428,1222,1057,165
2023,1,المنطقة الشرقية,التعليم,متناهية الصغر,371,388,153,235,490,442,48
2023,1,المنطقة الشرقية,التعليم,متوسطة,95,5702,1795,3907,4338,3576,762
2023,1,منطقة الباحة,التعليم,صغيرة,12,128,55,73,109,85,24
2023,1,منطقة الباحة,التعليم,متناهية الصغر,15,13,3,10,23,20,3
2023,1,منطقة الجوف,التعليم,صغيرة,35,534,226,308,275,248,27
2023,1,منطقة الجوف,التعليم,متناهية الصغر,51,39,21,18,85,82,3
2023,1,منطقة الجوف,التعليم,متوسطة,8,416,164,252,301,273,28
2023,1,منطقة الحدود الشمالية,التعليم,صغيرة,18,200,142,58,147,141,6
2023,1,منطقة الحدود الشمالية,التعليم,متناهية الصغر,23,24,5,19,32,32,0
2023,1,منطقة الحدود الشمالية,التعليم,متوسطة,3,212,67,145,90,70,20
2023,1,منطقة الرياض,التعليم,صغيرة,674,6515,1557,4958,5024,4189,835
2023,1,منطقة الرياض,التعليم,كبيرة,48,17261,8117,9144,10351,8451,1900
2023,1,منطقة الرياض,التعليم,متناهية الصغر,5750,1083,404,679,13456,13242,214
2023,1,منطقة الرياض,التعليم,متوسطة,206,12921,3828,9093,9637,8058,1579
2023,1,منطقة القصيم,التعليم,صغيرة,69,1045,271,774,354,314,40
2023,1,منطقة القصيم,التعليم,كبيرة,2,365,127,238,309,213,96
2023,1,منطقة القصيم,التعليم,متناهية الصغر,131,51,21,30,264,250,14
2023,1,منطقة القصيم,التعليم,متوسطة,17,912,427,485,642,472,170
2023,1,منطقة المدينة المنورة,التعليم,صغيرة,125,1644,319,1325,706,598,108
2023,1,منطقة المدينة المنورة,التعليم,كبيرة,3,616,279,337,248,181,67
2023,1,منطقة المدينة المنورة,التعليم,متناهية الصغر,146,139,38,101,203,189,14
2023,1,منطقة المدينة المنورة,التعليم,متوسطة,35,2042,593,1449,1208,937,271
2023,1,منطقة تبوك,التعليم,صغيرة,57,794,258,536,475,423,52
2023,1,منطقة تبوك,التعليم,متناهية الصغر,37,32,6,26,43,41,2
2023,1,منطقة تبوك,التعليم,متوسطة,19,1161,493,668,717,665,52
2023,1,منطقة جازان,التعليم,صغيرة,56,382,100,282,320,284,36
2023,1,منطقة جازان,التعليم,متناهية الصغر,91,71,10,61,139,131,8
2023,1,منطقة جازان,التعليم,متوسطة,6,274,122,152,171,109,62
2023,1,منطقة حائل,التعليم,صغيرة,35,359,77,282,142,125,17
2023,1,منطقة حائل,التعليم,متناهية الصغر,114,40,12,28,264,262,2
2023,1,منطقة حائل,التعليم,متوسطة,6,400,212,188,238,232,6
2023,1,منطقة عسير,التعليم,صغيرة,80,1082,237,845,458,385,73
2023,1,منطقة عسير,التعليم,متناهية الصغر,109,89,29,60,169,161,8
2023,1,منطقة عسير,التعليم,متوسطة,20,916,534,382,686,624,62
2023,1,منطقة مكة المكرمة,التعليم,صغيرة,402,5210,1060,4150,2556,1934,622
2023,1,منطقة مكة المكرمة,التعليم,كبيرة,17,4408,1873,2535,2221,1387,834
2023,1,منطقة مكة المكرمة,التعليم,متناهية الصغر,615,469,130,339,962,846,116
2023,1,منطقة مكة المكرمة,التعليم,متوسطة,146,8685,3487,5198,6678,5292,1386
2023,1,منطقة نجران,التعليم,صغيرة,21,275,53,222,135,127,8
2023,1,منطقة نجران,التعليم,متناهية الصغر,94,26,9,17,199,197,2
2023,1,منطقة نجران,التعليم,متوسطة,5,333,179,154,127,124,3
2023,1,المنطقة الشرقية,النقل,صغيرة,346,1703,1204,499,3613,3600,13
2023,1,المنطقة الشرقية,النقل,كبيرة,13,3883,3251,632,6135,6082,53
2023,1,المنطقة الشرقية,النقل,متناهية الصغر,733,515,388,127,1278,1274,4
2023,1,المنطقة الشرقية,النقل,متوسطة,58,2039,1539,500,2916,2903,13
2023,1,منطقة الباحة,النقل,صغيرة,5,10,2,8,25,25,0
2023,1,منطقة الباحة,النقل,متناهية الصغر,22,6,5,1,36,36,0
2023,1,منطقة الجوف,النقل,صغيرة,25,84,71,13,230,229,1
2023,1,منطقة الجوف,النقل,متناهية الصغر,96,33,30,3,163,163,0
2023,1,منطقة الحدود الشمالية,النقل,صغيرة,3,7,6,1,15,15,0
2023,1,منطقة الحدود الشمالية,النقل,متناهية الصغر,33,10,5,5,57,57,0
2023,1,منطقة الحدود الشمالية,النقل,متوسطة,1,25,25,0,48,48,0
2023,1,منطقة الرياض,النقل,صغيرة,527,2513,1281,1232,6488,6429,59
2023,1,منطقة الرياض,النقل,كبيرة,26,10193,7618,2575,8543,8452,91
2023,1,منطقة الرياض,النقل,متناهية الصغر,1803,655,362,293,4118,4093,25
2023,1,منطقة الرياض,النقل,متوسطة,122,3551,2032,1519,8975,8908,67
2023,1,منطقة القصيم,النقل,صغيرة,34,105,67,38,390,390,0
2023,1,منطقة القصيم,النقل,كبيرة,1,26,23,3,237,237,0
2023,1,منطقة القصيم,النقل,متناهية الصغر,149,35,23,12,328,325,3
2023,1,منطقة القصيم,النقل,متوسطة,7,131,87,44,660,658,2
2023,1,منطقة المدينة المنورة,النقل,صغيرة,42,211,139,72,479,478,1
2023,1,منطقة المدينة المنورة,النقل,كبيرة,2,992,896,96,329,328,1
2023,1,منطقة المدينة المنورة,النقل,متناهية الصغر,215,63,41,22,410,409,1
2023,1,منطقة المدينة المنورة,النقل,متوسطة,6,248,226,22,252,252,0
2023,1,منطقة تبوك,النقل,صغيرة,22,80,51,29,235,234,1
2023,1,منطقة تبوك,النقل,كبيرة,1,57,10,47,204,204,0
2023,1,منطقة تبوك,النقل,متناهية الصغر,88,35,24,11,182,180,2
2023,1,منطقة تبوك,النقل,متوسطة,1,29,29,0,44,44,0
2023,1,منطقة جازان,النقل,صغيرة,19,95,79,16,176,173,3
2023,1,منطقة جازان,النقل,متناهية الصغر,82,19,16,3,191,191,0
2023,1,منطقة جازان,النقل,متوسطة,2,37,15,22,141,141,0
2023,1,منطقة حائل,النقل,صغيرة,10,11,5,6,72,72,0
2023,1,منطقة حائل,النقل,متناهية الصغر,68,16,11,5,161,161,0
2023,1,منطقة عسير,النقل,صغيرة,40,161,109,52,505,504,1
2023,1,منطقة عسير,النقل,كبيرة,1,69,42,27,304,304,0
2023,1,منطقة عسير,النقل,متناهية الصغر,131,43,26,17,283,283,0
2023,1,منطقة عسير,النقل,متوسطة,3,56,55,1,166,166,0
2023,1,منطقة مكة المكرمة,النقل,صغيرة,459,2126,1355,771,5200,5152,48
2023,1,منطقة مكة المكرمة,النقل,كبيرة,21,5970,4987,983,9212,9194,18
2023,1,منطقة مكة المكرمة,النقل,متناهية الصغر,986,576,352,224,1837,1801,36
2023,1,منطقة مكة المكرمة,النقل,متوسطة,95,3604,2638,966,6663,6611,52
2023,1,منطقة نجران,النقل,صغيرة,48,52,23,29,468,467,1
2023,1,منطقة نجران,النقل,متناهية الصغر,505,47,23,24,1328,1324,4
2023,1,المنطقة الشرقية,البحث والتطوير في المجال العلمي,صغيرة,6,56,40,16,27,25,2
2023,1,المنطقة الشرقية,البحث والتطوير في المجال العلمي,متناهية الصغر,18,23,11,12,25,25,0
2023,1,المنطقة الشرقية,البحث والتطوير في المجال العلمي,متوسطة,2,133,79,54,137,131,6
2023,1,منطقة الحدود الشمالية,البحث والتطوير في المجال العلمي,متناهية الصغر,1,1,1,0,0,0,0
2023,1,منطقة الرياض,البحث والتطوير في المجال العلمي,صغيرة,34,274,142,132,198,168,30
2023,1,منطقة الرياض,البحث والتطوير في المجال العلمي,متناهية الصغر,78,76,46,30,94,84,10
2023,1,منطقة الرياض,البحث والتطوير في المجال العلمي,متوسطة,4,195,106,89,165,155,10
2023,1,منطقة القصيم,البحث والتطوير في المجال العلمي,متناهية الصغر,2,0,0,0,4,4,0
2023,1,منطقة المدينة المنورة,البحث والتطوير في المجال العلمي,صغيرة,1,5,4,1,3,3,0
2023,1,منطقة المدينة المنورة,البحث والتطوير في المجال العلمي,متناهية الصغر,10,8,5,3,14,12,2
2023,1,منطقة تبوك,البحث والتطوير في المجال العلمي,متناهية الصغر,1,0,0,0,1,1,0
2023,1,منطقة جازان,البحث والتطوير في المجال العلمي,صغيرة,1,12,7,5,1,1,0
2023,1,منطقة جازان,البحث والتطوير في المجال العلمي,متناهية الصغر,1,0,0,0,1,1,0
2023,1,منطقة حائل,البحث والتطوير في المجال العلمي,متناهية الصغر,1,4,0,4,0,0,0
2023,1,منطقة عسير,البحث والتطوير في المجال العلمي,صغيرة,3,24,3,21,5,5,0
2023,1,منطقة عسير,البحث والتطوير في المجال العلمي,متناهية الصغر,2,2,0,2,3,2,1
2023,1,منطقة مكة المكرمة,البحث والتطوير في المجال العلمي,صغيرة,12,77,44,33,94,88,6
2023,1,منطقة مكة المكرمة,البحث والتطوير في المجال العلمي,كبيرة,1,1071,1064,7,49,49,0
2023,1,منطقة مكة المكرمة,البحث والتطوير في المجال العلمي,متناهية الصغر,43,42,15,27,66,60,6
2023,1,منطقة مكة المكرمة,البحث والتطوير في المجال العلمي,متوسطة,2,110,105,5,117,117,0
2023,1,المنطقة الشرقية,الخدمات,صغيرة,1,0,0,0,12,12,0
2023,1,المنطقة الشرقية,الخدمات,متناهية الصغر,2,0,0,0,2,2,0
2023,1,منطقة الرياض,الخدمات,صغيرة,1,0,0,0,6,6,0
2023,1,منطقة القصيم,الخدمات,متناهية الصغر,1,0,0,0,1,1,0
2023,1,منطقة مكة المكرمة,الخدمات,متناهية الصغر,2,0,0,0,2,0,2
2023,1,المنطقة الشرقية,الأنشطة المهنية والعلمية والتقنية الأخرى,صغيرة,34,201,91,110,255,224,31
2023,1,المنطقة الشرقية,الأنشطة المهنية والعلمية والتقنية الأخرى,كبيرة,1,229,193,36,317,315,2
2023,1,المنطقة الشرقية,الأنشطة المهنية والعلمية والتقنية الأخرى,متناهية الصغر,229,167,64,103,344,297,47
2023,1,منطقة الباحة,الأنشطة المهنية والعلمية والتقنية الأخرى,متناهية الصغر,15,4,3,1,33,29,4
2023,1,منطقة الجوف,الأنشطة المهنية والعلمية والتقنية الأخرى,صغيرة,1,1,0,1,5,5,0
2023,1,منطقة الجوف,الأنشطة المهنية والعلمية والتقنية الأخرى,متناهية الصغر,18,5,3,2,32,24,8
2023,1,منطقة الحدود الشمالية,الأنشطة المهنية والعلمية والتقنية الأخرى,متناهية الصغر,13,6,0,6,24,21,3
2023,1,منطقة الرياض,الأنشطة المهنية والعلمية والتقنية الأخرى,صغيرة,143,850,359,491,1099,927,172
2023,1,منطقة الرياض,الأنشطة المهنية والعلمية والتقنية الأخرى,كبيرة,2,297,215,82,372,368,4
2023,1,منطقة الرياض,الأنشطة المهنية والعلمية والتقنية الأخرى,متناهية الصغر,587,362,129,233,995,863,132
2023,1,منطقة الرياض,الأنشطة المهنية والعلمية والتقنية الأخرى,متوسطة,8,567,304,263,350,329,21
2023,1,منطقة القصيم,الأنشطة المهنية والعلمية والتقنية الأخرى,صغيرة,9,65,49,16,68,67,1
2023,1,منطقة القصيم,الأنشطة المهنية والعلمية والتقنية الأخرى,متناهية الصغر,39,18,6,12,73,66,7
2023,1,منطقة المدينة المنورة,الأنشطة المهنية والعلمية والتقنية الأخرى,صغيرة,10,31,20,11,59,42,17
2023,1,منطقة المدينة المنورة,الأنشطة المهنية والعلمية والتقنية الأخرى,متناهية الصغر,113,39,19,20,195,173,22
2023,1,منطقة تبوك,الأنشطة المهنية والعلمية والتقنية الأخرى,صغيرة,1,3,3,0,5,5,0
2023,1,منطقة تبوك,الأنشطة المهنية والعلمية والتقنية الأخرى,متناهية الصغر,47,17,8,9,83,79,4
2023,1,منطقة جازان,الأنشطة المهنية والعلمية والتقنية الأخرى,صغيرة,1,12,1,11,0,0,0
2023,1,منطقة جازان,الأنشطة المهنية والعلمية والتقنية الأخرى,متناهية الصغر,48,15,6,9,80,77,3
2023,1,منطقة حائل,الأنشطة المهنية والعلمية والتقنية الأخرى,صغيرة,1,1,1,0,6,6,0
2023,1,منطقة حائل,الأنشطة المهنية والعلمية والتقنية الأخرى,متناهية الصغر,29,7,1,6,53,49,4
2023,1,منطقة عسير,الأنشطة المهنية والعلمية والتقنية الأخرى,صغيرة,6,39,20,19,35,35,0
2023,1,منطقة عسير,الأنشطة المهنية والعلمية والتقنية الأخرى,متناهية الصغر,58,22,3,19,110,101,9
2023,1,منطقة عسير,الأنشطة المهنية والعلمية والتقنية الأخرى,متوسطة,1,20,19,1,58,58,0
2023,1,منطقة مكة المكرمة,الأنشطة المهنية والعلمية والتقنية الأخرى,صغيرة,73,349,177,172,594,542,52
2023,1,منطقة مكة المكرمة,الأنشطة المهنية والعلمية والتقنية الأخرى,متناهية الصغر,460,231,72,159,823,697,126
2023,1,منطقة مكة المكرمة,الأنشطة المهنية والعلمية والتقنية الأخرى,متوسطة,4,147,123,24,121,121,0
2023,1,منطقة نجران,الأنشطة المهنية والعلمية والتقنية الأخرى,متناهية الصغر,31,1,0,1,69,65,4
2023,1,المنطقة الشرقية,الخدمات,صغيرة,31,372,205,167,150,147,3
2023,1,المنطقة الشرقية,الخدمات,كبيرة,1,254,98,156,111,106,5
2023,1,المنطقة الشرقية,الخدمات,متناهية الصغر,40,57,40,17,45,42,3
2023,1,المنطقة الشرقية,الخدمات,متوسطة,5,345,182,163,87,79,8
2023,1,منطقة الجوف,الخدمات,متناهية الصغر,1,0,0,0,2,2,0
2023,1,منطقة الرياض,الخدمات,صغيرة,166,2200,1341,859,859,809,50
2023,1,منطقة الرياض,الخدمات,كبيرة,12,23961,19011,4950,1380,1357,23
2023,1,منطقة الرياض,الخدمات,متناهية الصغر,166,215,134,81,153,148,5
2023,1,منطقة الرياض,الخدمات,متوسطة,37,3778,2529,1249,811,755,56
2023,1,منطقة القصيم,الخدمات,صغيرة,1,15,10,5,4,4,0
2023,1,منطقة القصيم,الخدمات,متناهية الصغر,5,4,1,3,9,9,0
2023,1,منطقة المدينة المنورة,الخدمات,صغيرة,5,35,28,7,4,4,0
2023,1,منطقة المدينة المنورة,الخدمات,متناهية الصغر,12,27,25,2,7,7,0
2023,1,منطقة تبوك,الخدمات,متناهية الصغر,3,4,3,1,4,4,0
2023,1,منطقة جازان,الخدمات,صغيرة,1,4,4,0,5,5,0
2023,1,منطقة حائل,الخدمات,متناهية الصغر,1,0,0,0,1,1,0
2023,1,منطقة عسير,الخدمات,متناهية الصغر,5,3,2,1,6,6,0
2023,1,منطقة مكة المكرمة,الخدمات,صغيرة,53,633,384,249,307,297,10
2023,1,منطقة مكة المكرمة,الخدمات,متناهية الصغر,73,102,72,30,90,88,2
2023,1,منطقة مكة المكرمة,الخدمات,متوسطة,11,760,494,266,243,233,10
2023,1,منطقة نجران,الخدمات,صغيرة,1,20,19,1,9,9,0
2023,1,منطقة نجران,الخدمات,متناهية الصغر,2,0,0,0,3,3,0
2023,1,المنطقة الشرقية,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,126,868,534,334,541,529,12
2023,1,المنطقة الشرقية,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,301,440,269,171,281,272,9
2023,1,المنطقة الشرقية,الأنشطة القانونية وأنشطة المحاسبة,متوسطة,9,443,265,178,294,288,6
2023,1,منطقة الباحة,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,1,10,0,10,7,1,6
2023,1,منطقة الباحة,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,12,12,7,5,14,14,0
2023,1,منطقة الجوف,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,10,63,41,22,12,12,0
2023,1,منطقة الجوف,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,31,38,21,17,25,25,0
2023,1,منطقة الحدود الشمالية,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,1,8,5,3,5,5,0
2023,1,منطقة الحدود الشمالية,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,9,13,10,3,6,6,0
2023,1,منطقة الرياض,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,512,4025,2457,1568,2694,2573,121
2023,1,منطقة الرياض,الأنشطة القانونية وأنشطة المحاسبة,كبيرة,3,758,421,337,795,741,54
2023,1,منطقة الرياض,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,1591,1620,1032,588,2157,2115,42
2023,1,منطقة الرياض,الأنشطة القانونية وأنشطة المحاسبة,متوسطة,26,1158,664,494,1143,1084,59
2023,1,منطقة القصيم,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,18,131,71,60,27,27,0
2023,1,منطقة القصيم,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,85,115,65,50,72,71,1
2023,1,منطقة المدينة المنورة,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,30,253,150,103,109,107,2
2023,1,منطقة المدينة المنورة,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,93,122,78,44,83,78,5
2023,1,منطقة تبوك,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,7,64,33,31,6,6,0
2023,1,منطقة تبوك,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,25,27,7,20,21,21,0
2023,1,منطقة جازان,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,7,69,45,24,19,19,0
2023,1,منطقة جازان,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,39,44,28,16,50,48,2
2023,1,منطقة حائل,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,4,30,29,1,15,15,0
2023,1,منطقة حائل,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,35,43,28,15,29,27,2
2023,1,منطقة عسير,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,8,64,51,13,49,49,0
2023,1,منطقة عسير,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,79,91,66,25,80,80,0
2023,1,منطقة عسير,الأنشطة القانونية وأنشطة المحاسبة,متوسطة,2,70,36,34,82,82,0
2023,1,منطقة مكة المكرمة,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,309,2405,1529,876,1311,1243,68
2023,1,منطقة مكة المكرمة,الأنشطة القانونية وأنشطة المحاسبة,كبيرة,1,163,57,106,122,118,4
2023,1,منطقة مكة المكرمة,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,770,1064,658,406,718,672,46
2023,1,منطقة مكة المكرمة,الأنشطة القانونية وأنشطة المحاسبة,متوسطة,13,929,552,377,803,776,27
2023,1,منطقة نجران,الأنشطة القانونية وأنشطة المحاسبة,صغيرة,3,15,9,6,20,20,0
2023,1,منطقة نجران,الأنشطة القانونية وأنشطة المحاسبة,متناهية الصغر,37,8,6,2,78,77,1
2023,1,المنطقة الشرقية,الأنشطة العقارية,صغيرة,217,1289,759,530,1652,1630,22
2023,1,المنطقة الشرقية,الأنشطة العقارية,كبيرة,2,156,56,100,607,607,0
2023,1,المنطقة الشرقية,الأنشطة العقارية,متناهية الصغر,732,522,313,209,1070,1059,11
2023,1,المنطقة الشرقية,الأنشطة العقارية,متوسطة,18,1060,702,358,968,949,19
2023,1,منطقة الباحة,الأنشطة العقارية,صغيرة,3,19,18,1,21,21,0
2023,1,منطقة الباحة,الأنشطة العقارية,متناهية الصغر,30,13,7,6,56,56,0
2023,1,منطقة الجوف,الأنشطة العقارية,صغيرة,7,47,28,19,69,68,1
2023,1,منطقة الجوف,الأنشطة العقارية,متناهية الصغر,55,30,15,15,89,87,2
2023,1,منطقة الحدود الشمالية,الأنشطة العقارية,صغيرة,4,20,15,5,31,31,0
2023,1,منطقة الحدود الشمالية,الأنشطة العقارية,متناهية الصغر,39,11,6,5,72,70,2
2023,1,منطقة الرياض,الأنشطة العقارية,صغيرة,754,4871,2915,1956,6268,6130,138
2023,1,منطقة الرياض,الأنشطة العقارية,كبيرة,9,2998,2055,943,1947,1893,54
2023,1,منطقة الرياض,الأنشطة العقارية,متناهية الصغر,2286,1912,1150,762,3168,3118,50
2023,1,منطقة الرياض,الأنشطة العقارية,متوسطة,61,3187,2268,919,2880,2819,61
2023,1,منطقة القصيم,الأنشطة العقارية,صغيرة,28,184,113,71,210,209,1
2023,1,منطقة القصيم,الأنشطة العقارية,كبيرة,1,51,30,21,214,214,0
2023,1,منطقة القصيم,الأنشطة العقارية,متناهية الصغر,194,103,66,37,304,299,5
2023,1,منطقة القصيم,الأنشطة العقارية,متوسطة,6,196,96,100,574,574,0
2023,1,منطقة المدينة المنورة,الأنشطة العقارية,صغيرة,43,204,136,68,347,347,0
2023,1,منطقة المدينة المنورة,الأنشطة العقارية,متناهية الصغر,300,132,82,50,510,503,7
2023,1,منطقة المدينة المنورة,الأنشطة العقارية,متوسطة,4,131,89,42,238,232,6
2023,1,منطقة تبوك,الأنشطة العقارية,صغيرة,10,53,39,14,111,110,1
2023,1,منطقة تبوك,الأنشطة العقارية,متناهية الصغر,132,51,33,18,211,211,0
2023,1,منطقة جازان,الأنشطة العقارية,صغيرة,15,32,13,19,149,148,1
2023,1,منطقة جازان,الأنشطة العقارية,متناهية الصغر,169,64,33,31,280,278,2
2023,1,منطقة جازان,الأنشطة العقارية,متوسطة,1,24,12,12,30,30,0
2023,1,منطقة حائل,الأنشطة العقارية,صغيرة,10,53,40,13,72,72,0
2023,1,منطقة حائل,الأنشطة العقارية,متناهية الصغر,89,38,20,18,142,142,0
2023,1,منطقة حائل,الأنشطة العقارية,متوسطة,1,0,0,0,59,59,0
2023,1,منطقة عسير,الأنشطة العقارية,صغيرة,35,126,87,39,241,241,0
2023,1,منطقة عسير,الأنشطة العقارية,متناهية الصغر,295,128,73,55,467,463,4
2023,1,منطقة عسير,الأنشطة العقارية,متوسطة,4,73,41,32,252,251,1
2023,1,منطقة مكة المكرمة,الأنشطة العقارية,صغيرة,457,2392,1373,1019,3922,3809,113
2023,1,منطقة مكة المكرمة,الأنشطة العقارية,كبيرة,3,927,511,416,553,531,22
2023,1,منطقة مكة المكرمة,الأنشطة العقارية,متناهية الصغر,1951,1174,683,491,3076,2998,78
2023,1,منطقة مكة المكرمة,الأنشطة العقارية,متوسطة,40,1518,1094,424,2331,2253,78
2023,1,منطقة نجران,الأنشطة العقارية,صغيرة,7,31,16,15,63,63,0
2023,1,منطقة نجران,الأنشطة العقارية,متناهية الصغر,66,9,6,3,118,117,1
2023,1,المنطقة الشرقية,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,145,579,232,347,1221,1023,198
2023,1,المنطقة الشرقية,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,319,265,88,177,478,429,49
2023,1,المنطقة الشرقية,الأنشطة الرياضية وأنشطة التسلية والترفيه,متوسطة,8,282,99,183,436,425,11
2023,1,منطقة الباحة,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,2,7,4,3,11,11,0
2023,1,منطقة الباحة,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,30,23,11,12,57,50,7
2023,1,منطقة الجوف,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,10,45,24,21,60,60,0
2023,1,منطقة الجوف,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,39,15,6,9,69,63,6
2023,1,منطقة الحدود الشمالية,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,9,29,10,19,69,56,13
2023,1,منطقة الحدود الشمالية,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,47,17,8,9,97,88,9
2023,1,منطقة الرياض,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,278,1411,519,892,2613,2251,362
2023,1,منطقة الرياض,الأنشطة الرياضية وأنشطة التسلية والترفيه,كبيرة,6,1438,867,571,1900,1532,368
2023,1,منطقة الرياض,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,768,474,155,319,1359,1242,117
2023,1,منطقة الرياض,الأنشطة الرياضية وأنشطة التسلية والترفيه,متوسطة,29,1331,447,884,1516,1225,291
2023,1,منطقة القصيم,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,49,233,103,130,361,329,32
2023,1,منطقة القصيم,الأنشطة الرياضية وأنشطة التسلية والترفيه,متناهية الصغر,75,67,30,37,103,89,14
2023,1,منطقة القصيم,الأنشطة الرياضية وأنشطة التسلية والترفيه,متوسطة,1,60,12,48,155,155,0
2023,1,منطقة المدينة المنورة,الأنشطة الرياضية وأنشطة التسلية والترفيه,صغيرة,37,181,59,122,268,247,21
