year,quarter,region,economic_activity,facility_size,no_of_faicility,saudi_employees,male_saudies,female_saudies,foreign_employees,male_foreigners,female_foreigners
2023,1,منطقة القصيم,الصناعة,متوسطة,2,38,24,14,86,86,0
2023,1,منطقة المدينة المنورة,الصناعة,صغيرة,20,42,33,9,188,188,0
2023,1,منطقة المدينة المنورة,الصناعة,متناهية الصغر,144,22,7,15,315,306,9
2023,1,منطقة المدينة المنورة,الصناعة,متوسطة,5,114,69,45,358,357,1
2023,1,منطقة تبوك,الصناعة,صغيرة,6,4,0,4,37,37,0
2023,1,منطقة تبوك,الصناعة,متناهية الصغر,72,10,6,4,167,165,2
2023,1,منطقة جازان,الصناعة,صغيرة,1,3,2,1,7,7,0
2023,1,منطقة جازان,الصناعة,متناهية الصغر,32,4,2,2,69,69,0
2023,1,منطقة حائل,الصناعة,صغيرة,7,13,7,6,67,67,0
2023,1,منطقة حائل,الصناعة,متناهية الصغر,49,4,0,4,120,120,0
2023,1,منطقة عسير,الصناعة,صغيرة,6,6,4,2,45,45,0
2023,1,منطقة عسير,الصناعة,متناهية الصغر,70,13,8,5,158,155,3
2023,1,منطقة مكة المكرمة,الصناعة,صغيرة,56,152,48,104,700,696,4
2023,1,منطقة مكة المكرمة,الصناعة,كبيرة,2,214,206,8,663,663,0
2023,1,منطقة مكة المكرمة,الصناعة,متناهية الصغر,282,56,31,25,629,616,13
2023,1,منطقة مكة المكرمة,الصناعة,متوسطة,9,258,170,88,763,762,1
2023,1,منطقة نجران,الصناعة,صغيرة,3,2,0,2,27,22,5
2023,1,منطقة نجران,الصناعة,متناهية الصغر,51,6,3,3,123,120,3
2023,1,المنطقة الشرقية,الصناعة,صغيرة,335,1187,558,629,4514,4497,17
2023,1,المنطقة الشرقية,الصناعة,كبيرة,15,1606,854,752,5039,5031,8
2023,1,المنطقة الشرقية,الصناعة,متناهية الصغر,736,257,124,133,1551,1546,5
2023,1,المنطقة الشرقية,الصناعة,متوسطة,84,1986,1111,875,5973,5947,26
2023,1,منطقة الباحة,الصناعة,صغيرة,20,36,20,16,175,174,1
2023,1,منطقة الباحة,الصناعة,متناهية الصغر,98,15,10,5,196,196,0
2023,1,منطقة الباحة,الصناعة,متوسطة,1,9,4,5,53,53,0
2023,1,منطقة الجوف,الصناعة,صغيرة,39,78,43,35,348,347,1
2023,1,منطقة الجوف,الصناعة,متناهية الصغر,173,29,21,8,357,357,0
2023,1,منطقة الجوف,الصناعة,متوسطة,2,62,53,9,111,111,0
2023,1,منطقة الحدود الشمالية,الصناعة,صغيرة,18,30,15,15,189,189,0
2023,1,منطقة الحدود الشمالية,الصناعة,متناهية الصغر,108,14,10,4,244,244,0
2023,1,منطقة الحدود الشمالية,الصناعة,متوسطة,1,3,2,1,57,57,0
2023,1,منطقة الرياض,الصناعة,صغيرة,601,1993,789,1204,8316,8224,92
2023,1,منطقة الرياض,الصناعة,كبيرة,51,8110,5762,2348,25787,25699,88
2023,1,منطقة الرياض,الصناعة,متناهية الصغر,1898,500,196,304,3956,3919,37
2023,1,منطقة الرياض,الصناعة,متوسطة,174,4066,1917,2149,13587,13517,70
2023,1,منطقة القصيم,الصناعة,صغيرة,115,475,258,217,1656,1649,7
2023,1,منطقة القصيم,الصناعة,كبيرة,11,958,651,307,3667,3562,105
2023,1,منطقة القصيم,الصناعة,متناهية الصغر,421,87,56,31,906,903,3
2023,1,منطقة القصيم,الصناعة,متوسطة,60,1495,872,623,4840,4834,6
2023,1,منطقة المدينة المنورة,الصناعة,صغيرة,133,442,225,217,1735,1724,11
2023,1,منطقة المدينة المنورة,الصناعة,كبيرة,1,116,83,33,319,319,0
2023,1,منطقة المدينة المنورة,الصناعة,متناهية الصغر,522,129,74,55,1105,1090,15
2023,1,منطقة المدينة المنورة,الصناعة,متوسطة,15,567,401,166,1422,1421,1
2023,1,منطقة تبوك,الصناعة,صغيرة,33,89,55,34,427,427,0
2023,1,منطقة تبوك,الصناعة,كبيرة,2,199,42,157,622,621,1
2023,1,منطقة تبوك,الصناعة,متناهية الصغر,217,48,18,30,424,424,0
2023,1,منطقة تبوك,الصناعة,متوسطة,8,144,44,100,585,585,0
2023,1,منطقة جازان,الصناعة,صغيرة,57,157,76,81,687,681,6
2023,1,منطقة جازان,الصناعة,متناهية الصغر,301,56,35,21,653,649,4
2023,1,منطقة جازان,الصناعة,متوسطة,6,184,100,84,557,556,1
2023,1,منطقة حائل,الصناعة,صغيرة,32,95,37,58,389,388,1
2023,1,منطقة حائل,الصناعة,كبيرة,1,82,36,46,200,199,1
2023,1,منطقة حائل,الصناعة,متناهية الصغر,214,44,23,21,466,464,2
2023,1,منطقة حائل,الصناعة,متوسطة,10,258,78,180,788,783,5
2023,1,منطقة عسير,الصناعة,صغيرة,91,272,120,152,1218,1217,1
2023,1,منطقة عسير,الصناعة,كبيرة,4,317,175,142,1670,1670,0
2023,1,منطقة عسير,الصناعة,متناهية الصغر,532,116,59,57,1051,1050,1
2023,1,منطقة عسير,الصناعة,متوسطة,15,400,216,184,1068,1068,0
2023,1,منطقة مكة المكرمة,الصناعة,صغيرة,439,1470,701,769,5474,5421,53
2023,1,منطقة مكة المكرمة,الصناعة,كبيرة,35,6410,3373,3037,16859,16496,363
2023,1,منطقة مكة المكرمة,الصناعة,متناهية الصغر,1492,376,183,193,3243,3215,28
2023,1,منطقة مكة المكرمة,الصناعة,متوسطة,110,2809,1340,1469,8760,8706,54
2023,1,منطقة نجران,الصناعة,صغيرة,18,41,15,26,207,207,0
2023,1,منطقة نجران,الصناعة,متناهية الصغر,179,28,14,14,394,391,3
2023,1,المنطقة الشرقية,الصناعة,صغيرة,8,36,18,18,98,81,17
2023,1,المنطقة الشرقية,الصناعة,كبيرة,1,180,115,65,387,383,4
2023,1,المنطقة الشرقية,الصناعة,متناهية الصغر,12,6,2,4,26,24,2
2023,1,المنطقة الشرقية,الصناعة,متوسطة,5,218,158,60,298,292,6
2023,1,منطقة الباحة,الصناعة,متناهية الصغر,1,0,0,0,2,2,0
2023,1,منطقة الجوف,الصناعة,متناهية الصغر,6,0,0,0,16,16,0
2023,1,منطقة الحدود الشمالية,الصناعة,متناهية الصغر,3,3,1,2,5,5,0
2023,1,منطقة الرياض,الصناعة,صغيرة,32,192,84,108,388,381,7
2023,1,منطقة الرياض,الصناعة,كبيرة,5,582,296,286,1485,1457,28
2023,1,منطقة الرياض,الصناعة,متناهية الصغر,257,50,19,31,703,698,5
2023,1,منطقة الرياض,الصناعة,متوسطة,11,315,122,193,691,679,12
2023,1,منطقة القصيم,الصناعة,صغيرة,1,1,1,0,14,14,0
2023,1,منطقة القصيم,الصناعة,كبيرة,1,337,310,27,353,353,0
2023,1,منطقة القصيم,الصناعة,متناهية الصغر,11,1,0,1,28,28,0
2023,1,منطقة القصيم,الصناعة,متوسطة,1,30,25,5,83,75,8
2023,1,منطقة المدينة المنورة,الصناعة,صغيرة,1,9,8,1,28,28,0
2023,1,منطقة المدينة المنورة,الصناعة,متناهية الصغر,6,1,0,1,9,9,0
2023,1,منطقة تبوك,الصناعة,متناهية الصغر,3,0,0,0,8,8,0
2023,1,منطقة جازان,الصناعة,متناهية الصغر,5,0,0,0,11,9,2
2023,1,منطقة حائل,الصناعة,صغيرة,1,2,0,2,5,5,0
2023,1,منطقة حائل,الصناعة,متناهية الصغر,7,1,1,0,18,18,0
2023,1,منطقة حائل,الصناعة,متوسطة,1,88,61,27,64,63,1
2023,1,منطقة عسير,الصناعة,متناهية الصغر,7,3,3,0,20,20,0
2023,1,منطقة عسير,الصناعة,متوسطة,1,17,4,13,37,30,7
2023,1,منطقة مكة المكرمة,الصناعة,صغيرة,16,105,67,38,141,135,6
2023,1,منطقة مكة المكرمة,الصناعة,كبيرة,2,611,317,294,671,652,19
2023,1,منطقة مكة المكرمة,الصناعة,متناهية الصغر,33,19,10,9,53,52,1
2023,1,منطقة مكة المكرمة,الصناعة,متوسطة,7,322,175,147,503,481,22
2023,1,منطقة نجران,الصناعة,صغيرة,1,2,0,2,21,21,0
2023,1,منطقة نجران,الصناعة,متناهية الصغر,3,0,0,0,8,8,0
2023,1,المنطقة الشرقية,الصناعة,صغيرة,8,14,7,7,151,151,0
2023,1,المنطقة الشرقية,الصناعة,متناهية الصغر,15,3,2,1,32,32,0
2023,1,المنطقة الشرقية,الصناعة,متوسطة,1,50,50,0,90,90,0
2023,1,منطقة الجوف,الصناعة,متناهية الصغر,2,1,1,0,6,6,0
2023,1,منطقة الحدود الشمالية,الصناعة,صغيرة,1,0,0,0,8,8,0
2023,1,منطقة الحدود الشمالية,الصناعة,متناهية الصغر,7,1,0,1,16,16,0
2023,1,منطقة الرياض,الصناعة,صغيرة,38,44,21,23,408,405,3
2023,1,منطقة الرياض,الصناعة,كبيرة,2,154,34,120,622,620,2
2023,1,منطقة الرياض,الصناعة,متناهية الصغر,77,9,6,3,203,203,0
2023,1,منطقة الرياض,الصناعة,متوسطة,6,167,52,115,682,679,3
2023,1,منطقة القصيم,الصناعة,صغيرة,1,1,0,1,8,8,0
2023,1,منطقة القصيم,الصناعة,متناهية الصغر,7,1,0,1,15,15,0
2023,1,منطقة المدينة المنورة,الصناعة,صغيرة,2,1,0,1,17,17,0
2023,1,منطقة المدينة المنورة,الصناعة,متناهية الصغر,9,2,1,1,23,22,1
2023,1,منطقة المدينة المنورة,الصناعة,متوسطة,1,11,4,7,48,48,0
2023,1,منطقة تبوك,الصناعة,متناهية الصغر,1,0,0,0,1,1,0
2023,1,منطقة جازان,الصناعة,متناهية الصغر,53,2,1,1,176,176,0
2023,1,منطقة حائل,الصناعة,صغيرة,2,0,0,0,12,12,0
2023,1,منطقة حائل,الصناعة,متناهية الصغر,7,0,0,0,20,20,0
2023,1,منطقة عسير,الصناعة,صغيرة,1,0,0,0,7,7,0
2023,1,منطقة عسير,الصناعة,متناهية الصغر,9,2,2,0,22,22,0
2023,1,منطقة مكة المكرمة,الصناعة,صغيرة,8,36,13,23,145,144,1
2023,1,منطقة مكة المكرمة,الصناعة,متناهية الصغر,30,4,2,2,76,76,0
2023,1,منطقة مكة المكرمة,الصناعة,متوسطة,1,13,7,6,39,39,0
2023,1,منطقة نجران,الصناعة,متناهية الصغر,3,0,0,0,5,5,0
2023,1,المنطقة الشرقية,الصناعة,صغيرة,239,554,210,344,2247,1999,248
2023,1,المنطقة الشرقية,الصناعة,متناهية الصغر,2304,328,124,204,4978,4690,288
2023,1,المنطقة الشرقية,الصناعة,متوسطة,13,394,83,311,977,971,6
2023,1,منطقة الباحة,الصناعة,صغيرة,13,17,7,10,113,91,22
2023,1,منطقة الباحة,الصناعة,متناهية الصغر,156,27,13,14,287,255,32
2023,1,منطقة الجوف,الصناعة,صغيرة,13,12,6,6,85,68,17
2023,1,منطقة الجوف,الصناعة,متناهية الصغر,296,24,11,13,621,584,37
2023,1,منطقة الحدود الشمالية,الصناعة,صغيرة,4,9,4,5,25,14,11
2023,1,منطقة الحدود الشمالية,الصناعة,متناهية الصغر,286,17,8,9,709,674,35
2023,1,منطقة الرياض,الصناعة,صغيرة,437,1085,332,753,4278,3855,423
2023,1,منطقة الرياض,الصناعة,كبيرة,5,533,110,423,1836,1808,28
2023,1,منطقة الرياض,الصناعة,متناهية الصغر,3865,613,210,403,8307,7665,642
2023,1,منطقة الرياض,الصناعة,متوسطة,34,863,271,592,2446,2253,193
2023,1,منطقة القصيم,الصناعة,صغيرة,36,66,28,38,270,226,44
2023,1,منطقة القصيم,الصناعة,متناهية الصغر,828,85,43,42,1716,1602,114
2023,1,منطقة القصيم,الصناعة,متوسطة,4,97,67,30,291,290,1
2023,1,منطقة المدينة المنورة,الصناعة,صغيرة,50,69,29,40,381,320,61
2023,1,منطقة المدينة المنورة,الصناعة,متناهية الصغر,1084,142,60,82,2303,2053,250
2023,1,منطقة المدينة المنورة,الصناعة,متوسطة,4,118,47,71,334,326,8
2023,1,منطقة تبوك,الصناعة,صغيرة,20,37,15,22,195,184,11
2023,1,منطقة تبوك,الصناعة,متناهية الصغر,812,60,24,36,2133,2096,37
2023,1,منطقة تبوك,الصناعة,متوسطة,1,0,0,0,89,89,0
2023,1,منطقة جازان,الصناعة,صغيرة,23,56,19,37,158,143,15
2023,1,منطقة جازان,الصناعة,متناهية الصغر,657,60,26,34,1403,1292,111
2023,1,منطقة حائل,الصناعة,صغيرة,24,38,9,29,235,226,9
2023,1,منطقة حائل,الصناعة,كبيرة,1,43,8,35,300,300,0
2023,1,منطقة حائل,الصناعة,متناهية الصغر,416,40,14,26,874,794,80
2023,1,منطقة عسير,الصناعة,صغيرة,51,91,40,51,429,404,25
2023,1,منطقة عسير,الصناعة,متناهية الصغر,1052,126,55,71,2223,2029,194
2023,1,منطقة عسير,الصناعة,متوسطة,3,46,23,23,183,183,0
2023,1,منطقة مكة المكرمة,الصناعة,صغيرة,198,507,150,357,1868,1652,216
2023,1,منطقة مكة المكرمة,الصناعة,كبيرة,2,231,55,176,606,606,0
2023,1,منطقة مكة المكرمة,الصناعة,متناهية الصغر,2980,419,166,253,6309,5745,564
2023,1,منطقة مكة المكرمة,الصناعة,متوسطة,21,445,115,330,1244,1239,5
2023,1,منطقة نجران,الصناعة,صغيرة,20,32,9,23,160,155,5
2023,1,منطقة نجران,الصناعة,متناهية الصغر,417,27,9,18,932,867,65
2023,1,منطقة نجران,الصناعة,متوسطة,1,22,5,17,47,47,0
2023,1,المنطقة الشرقية,الصناعة,صغيرة,58,335,233,102,955,949,6
2023,1,المنطقة الشرقية,الصناعة,كبيرة,9,2210,2090,120,1937,1931,6
2023,1,المنطقة الشرقية,الصناعة,متناهية الصغر,117,44,27,17,249,249,0
2023,1,المنطقة الشرقية,الصناعة,متوسطة,27,830,628,202,1744,1742,2
2023,1,منطقة الباحة,الصناعة,متناهية الصغر,5,0,0,0,9,9,0
2023,1,منطقة الجوف,الصناعة,صغيرة,1,1,1,0,5,5,0
2023,1,منطقة الجوف,الصناعة,متناهية الصغر,13,1,1,0,18,18,0
2023,1,منطقة الحدود الشمالية,الصناعة,متناهية الصغر,16,0,0,0,34,34,0
2023,1,منطقة الرياض,الصناعة,صغيرة,91,393,191,202,1542,1534,8
2023,1,منطقة الرياض,الصناعة,كبيرة,12,1179,937,242,2988,2983,5
2023,1,منطقة الرياض,الصناعة,متناهية الصغر,163,54,29,25,352,352,0
2023,1,منطقة الرياض,الصناعة,متوسطة,51,1482,911,571,3988,3977,11
2023,1,منطقة القصيم,الصناعة,صغيرة,15,34,17,17,194,193,1
2023,1,منطقة القصيم,الصناعة,متناهية الصغر,24,3,3,0,47,47,0
2023,1,منطقة القصيم,الصناعة,متوسطة,2,24,13,11,128,128,0
2023,1,منطقة المدينة المنورة,الصناعة,صغيرة,11,52,36,16,155,153,2
2023,1,منطقة المدينة المنورة,الصناعة,كبيرة,1,112,103,9,300,300,0
2023,1,منطقة المدينة المنورة,الصناعة,متناهية الصغر,40,5,4,1,75,75,0
2023,1,منطقة المدينة المنورة,الصناعة,متوسطة,2,71,39,32,244,244,0
2023,1,منطقة تبوك,الصناعة,صغيرة,1,3,0,3,7,7,0
2023,1,منطقة تبوك,الصناعة,متناهية الصغر,8,0,0,0,16,16,0
2023,1,منطقة جازان,الصناعة,متناهية الصغر,28,1,1,0,77,77,0
2023,1,منطقة حائل,الصناعة,صغيرة,2,6,4,2,11,11,0
2023,1,منطقة حائل,الصناعة,متناهية الصغر,12,3,1,2,37,37,0
2023,1,منطقة حائل,الصناعة,متوسطة,1,37,13,24,91,91,0
2023,1,منطقة عسير,الصناعة,صغيرة,5,8,6,2,32,32,0
2023,1,منطقة عسير,الصناعة,متناهية الصغر,27,5,3,2,55,55,0
2023,1,منطقة عسير,الصناعة,متوسطة,2,29,11,18,87,87,0
2023,1,منطقة مكة المكرمة,الصناعة,صغيرة,45,195,108,87,744,742,2
2023,1,منطقة مكة المكرمة,الصناعة,كبيرة,2,292,269,23,837,836,1
2023,1,منطقة مكة المكرمة,الصناعة,متناهية الصغر,136,29,21,8,269,263,6
2023,1,منطقة مكة المكرمة,الصناعة,متوسطة,10,247,163,84,804,801,3
2023,1,منطقة نجران,الصناعة,صغيرة,2,5,3,2,30,30,0
